id_depto_indec_residencia;departamento_residencia;id_prov_indec_residencia;provincia_residencia;ANIO_MIN;EVENTO;ID_GRUPO_ETARIO;GRUPO_ETARIO;SEPI_MIN;cantidad
999;desconocido;99;desconocida;2025;Dengue;5;De 5 a 9 años;15;3
999;desconocido;99;desconocida;2025;Dengue;5;De 5 a 9 años;16;1
999;desconocido;99;desconocida;2025;Dengue;5;De 5 a 9 años;17;1
999;desconocido;99;desconocida;2025;Dengue;5;De 5 a 9 años;18;2
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;2;1
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;6;1
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;7;2
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;8;5
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;9;8
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;10;6
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;11;14
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;12;10
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;13;12
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;14;7
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;15;6
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;16;3
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;17;2
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;18;2
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;19;2
999;desconocido;99;desconocida;2025;Dengue;6;De 10 a 14 años;20;1
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;2;1
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;6;2
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;7;2
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;8;5
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;9;5
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;10;10
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;11;15
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;12;17
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;13;6
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;14;10
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;15;7
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;16;3
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;17;4
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;18;2
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;19;1
999;desconocido;99;desconocida;2025;Dengue;7;De 15 a 19 años;20;1
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;6;1
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;7;2
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;8;2
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;9;3
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;10;8
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;11;9
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;12;9
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;13;12
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;14;5
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;15;3
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;16;2
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;17;2
999;desconocido;99;desconocida;2025;Dengue;8;De 20 a 24 años;18;2
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;4;1
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;5;1
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;7;3
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;8;5
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;9;5
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;10;11
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;11;18
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;12;11
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;13;12
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;14;11
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;15;5
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;16;4
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;17;2
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;18;6
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;19;4
999;desconocido;99;desconocida;2025;Dengue;9;De 25 a 34 años;20;1
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;6;1
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;7;2
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;8;5
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;9;7
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;10;9
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;11;6
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;12;10
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;13;8
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;14;9
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;15;7
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;16;1
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;17;5
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;18;2
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;19;3
999;desconocido;99;desconocida;2025;Dengue;10;De 35 a 44 años;20;2
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;7;3
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;8;10
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;9;6
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;10;6
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;11;19
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;12;18
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;13;16
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;14;10
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;15;10
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;16;6
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;17;3
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;18;3
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;19;2
999;desconocido;99;desconocida;2025;Dengue;11;De 45 a 65 años;20;1
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;8;3
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;9;2
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;10;2
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;11;6
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;12;5
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;13;6
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;14;1
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;15;1
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;16;1
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;18;1
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;19;3
999;desconocido;99;desconocida;2025;Dengue;12;Mayores de 65 años;20;1
999;desconocido;99;desconocida;2025;Dengue durante la gestación;7;De 15 a 19 años;12;1
999;desconocido;99;desconocida;2025;Dengue durante la gestación;7;De 15 a 19 años;14;1
999;desconocido;99;desconocida;2025;Dengue durante la gestación;9;De 25 a 34 años;11;1
999;desconocido;02;CABA;2025;Dengue;8;De 20 a 24 años;16;1
999;desconocido;02;CABA;2025;Dengue;9;De 25 a 34 años;18;1
999;desconocido;02;CABA;2025;Dengue;10;De 35 a 44 años;21;1
999;desconocido;02;CABA;2025;Dengue;11;De 45 a 65 años;2;1
999;desconocido;02;CABA;2025;Dengue;12;Mayores de 65 años;17;1
999;desconocido;14;Córdoba;2025;Dengue;6;De 10 a 14 años;11;1
999;desconocido;14;Córdoba;2025;Dengue;11;De 45 a 65 años;10;1
999;desconocido;82;Santa Fe;2025;Dengue;11;De 45 a 65 años;19;1
999;desconocido;90;Tucumán;2025;Dengue;5;De 5 a 9 años;14;1
999;desconocido;90;Tucumán;2025;Dengue;5;De 5 a 9 años;15;1
999;desconocido;90;Tucumán;2025;Dengue;5;De 5 a 9 años;16;1
999;desconocido;90;Tucumán;2025;Dengue;5;De 5 a 9 años;19;1
999;desconocido;90;Tucumán;2025;Dengue;5;De 5 a 9 años;20;1
999;desconocido;90;Tucumán;2025;Dengue;6;De 10 a 14 años;13;1
999;desconocido;90;Tucumán;2025;Dengue;6;De 10 a 14 años;17;1
001;COMUNA 1;02;CABA;2025;Dengue;7;De 15 a 19 años;13;1
001;COMUNA 1;02;CABA;2025;Dengue;8;De 20 a 24 años;10;1
001;COMUNA 1;02;CABA;2025;Dengue;8;De 20 a 24 años;12;1
001;COMUNA 1;02;CABA;2025;Dengue;9;De 25 a 34 años;10;1
001;COMUNA 1;02;CABA;2025;Dengue;9;De 25 a 34 años;11;2
001;COMUNA 1;02;CABA;2025;Dengue;9;De 25 a 34 años;13;2
001;COMUNA 1;02;CABA;2025;Dengue;9;De 25 a 34 años;14;1
001;COMUNA 1;02;CABA;2025;Dengue;9;De 25 a 34 años;16;2
001;COMUNA 1;02;CABA;2025;Dengue;9;De 25 a 34 años;17;1
001;COMUNA 1;02;CABA;2025;Dengue;9;De 25 a 34 años;18;1
001;COMUNA 1;02;CABA;2025;Dengue;10;De 35 a 44 años;8;1
001;COMUNA 1;02;CABA;2025;Dengue;10;De 35 a 44 años;11;1
001;COMUNA 1;02;CABA;2025;Dengue;10;De 35 a 44 años;13;1
001;COMUNA 1;02;CABA;2025;Dengue;10;De 35 a 44 años;15;2
001;COMUNA 1;02;CABA;2025;Dengue;10;De 35 a 44 años;16;1
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;10;2
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;11;3
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;12;3
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;13;2
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;14;4
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;15;3
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;16;1
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;17;3
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;18;3
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;19;2
001;COMUNA 1;02;CABA;2025;Dengue;11;De 45 a 65 años;20;1
001;COMUNA 1;02;CABA;2025;Dengue;12;Mayores de 65 años;13;1
001;COMUNA 1;02;CABA;2025;Dengue;12;Mayores de 65 años;14;2
002;COMUNA 2;02;CABA;2025;Dengue;9;De 25 a 34 años;5;1
002;COMUNA 2;02;CABA;2025;Dengue;9;De 25 a 34 años;11;1
003;COMUNA 3;02;CABA;2025;Dengue;9;De 25 a 34 años;16;1
004;COMUNA 4;02;CABA;2025;Dengue;9;De 25 a 34 años;15;2
004;COMUNA 4;02;CABA;2025;Dengue;11;De 45 a 65 años;17;1
006;COMUNA 6;02;CABA;2025;Dengue;5;De 5 a 9 años;14;1
006;COMUNA 6;02;CABA;2025;Dengue;7;De 15 a 19 años;13;1
006;COMUNA 6;02;CABA;2025;Dengue;9;De 25 a 34 años;14;1
006;COMUNA 6;02;CABA;2025;Dengue;10;De 35 a 44 años;12;1
006;COMUNA 6;02;CABA;2025;Dengue;11;De 45 a 65 años;12;1
007;COMUNA 7;02;CABA;2025;Dengue;9;De 25 a 34 años;11;1
007;COMUNA 7;02;CABA;2025;Dengue;10;De 35 a 44 años;12;1
008;COMUNA 8;02;CABA;2025;Dengue;11;De 45 a 65 años;10;1
008;COMUNA 8;02;CABA;2025;Dengue;11;De 45 a 65 años;14;1
009;COMUNA 9;02;CABA;2025;Dengue;6;De 10 a 14 años;13;1
009;COMUNA 9;02;CABA;2025;Dengue;9;De 25 a 34 años;15;1
009;COMUNA 9;02;CABA;2025;Dengue;10;De 35 a 44 años;11;2
009;COMUNA 9;02;CABA;2025;Dengue;11;De 45 a 65 años;16;1
009;COMUNA 9;02;CABA;2025;Dengue;12;Mayores de 65 años;7;1
010;COMUNA 10;02;CABA;2025;Dengue;8;De 20 a 24 años;11;1
010;COMUNA 10;02;CABA;2025;Dengue;9;De 25 a 34 años;11;1
010;COMUNA 10;02;CABA;2025;Dengue;9;De 25 a 34 años;16;1
010;COMUNA 10;02;CABA;2025;Dengue;12;Mayores de 65 años;13;1
011;COMUNA 11;02;CABA;2025;Dengue;6;De 10 a 14 años;8;1
011;COMUNA 11;02;CABA;2025;Dengue;6;De 10 a 14 años;12;1
011;COMUNA 11;02;CABA;2025;Dengue;6;De 10 a 14 años;14;1
011;COMUNA 11;02;CABA;2025;Dengue;7;De 15 a 19 años;13;1
011;COMUNA 11;02;CABA;2025;Dengue;8;De 20 a 24 años;11;1
011;COMUNA 11;02;CABA;2025;Dengue;9;De 25 a 34 años;6;1
011;COMUNA 11;02;CABA;2025;Dengue;9;De 25 a 34 años;7;1
011;COMUNA 11;02;CABA;2025;Dengue;9;De 25 a 34 años;12;2
011;COMUNA 11;02;CABA;2025;Dengue;9;De 25 a 34 años;13;1
011;COMUNA 11;02;CABA;2025;Dengue;9;De 25 a 34 años;14;1
011;COMUNA 11;02;CABA;2025;Dengue;9;De 25 a 34 años;15;1
011;COMUNA 11;02;CABA;2025;Dengue;9;De 25 a 34 años;18;2
011;COMUNA 11;02;CABA;2025;Dengue;10;De 35 a 44 años;7;1
011;COMUNA 11;02;CABA;2025;Dengue;10;De 35 a 44 años;11;1
011;COMUNA 11;02;CABA;2025;Dengue;10;De 35 a 44 años;12;1
011;COMUNA 11;02;CABA;2025;Dengue;10;De 35 a 44 años;13;1
011;COMUNA 11;02;CABA;2025;Dengue;10;De 35 a 44 años;14;1
011;COMUNA 11;02;CABA;2025;Dengue;10;De 35 a 44 años;19;1
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;6;1
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;7;3
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;10;1
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;11;3
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;12;1
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;13;1
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;14;2
011;COMUNA 11;02;CABA;2025;Dengue;11;De 45 a 65 años;15;1
011;COMUNA 11;02;CABA;2025;Dengue;12;Mayores de 65 años;7;1
011;COMUNA 11;02;CABA;2025;Dengue;12;Mayores de 65 años;8;1
011;COMUNA 11;02;CABA;2025;Dengue;12;Mayores de 65 años;12;2
011;COMUNA 11;02;CABA;2025;Dengue;12;Mayores de 65 años;14;2
011;COMUNA 11;02;CABA;2025;Dengue;12;Mayores de 65 años;15;1
011;COMUNA 11;02;CABA;2025;Dengue;12;Mayores de 65 años;18;1
012;COMUNA 12;02;CABA;2025;Dengue;10;De 35 a 44 años;15;1
012;COMUNA 12;02;CABA;2025;Dengue;11;De 45 a 65 años;11;2
012;COMUNA 12;02;CABA;2025;Dengue;11;De 45 a 65 años;12;1
012;COMUNA 12;02;CABA;2025;Dengue;11;De 45 a 65 años;14;1
012;COMUNA 12;02;CABA;2025;Dengue;11;De 45 a 65 años;15;1
012;COMUNA 12;02;CABA;2025;Dengue;11;De 45 a 65 años;18;1
012;COMUNA 12;02;CABA;2025;Dengue;11;De 45 a 65 años;19;1
013;COMUNA 13;02;CABA;2025;Dengue;9;De 25 a 34 años;3;1
013;COMUNA 13;02;CABA;2025;Dengue;11;De 45 a 65 años;2;1
014;COMUNA 14;02;CABA;2025;Dengue;5;De 5 a 9 años;6;1
014;COMUNA 14;02;CABA;2025;Dengue;10;De 35 a 44 años;8;1
014;COMUNA 14;02;CABA;2025;Dengue durante la gestación;9;De 25 a 34 años;6;1
015;COMUNA 15;02;CABA;2025;Dengue;8;De 20 a 24 años;15;1
015;COMUNA 15;02;CABA;2025;Dengue;9;De 25 a 34 años;10;1
015;COMUNA 15;02;CABA;2025;Dengue;11;De 45 a 65 años;10;1
015;COMUNA 15;02;CABA;2025;Dengue;11;De 45 a 65 años;13;1
015;COMUNA 15;02;CABA;2025;Dengue;11;De 45 a 65 años;16;1
015;COMUNA 15;02;CABA;2025;Dengue;11;De 45 a 65 años;21;1
028;Almirante Brown;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;15;1
028;Almirante Brown;06;Buenos Aires;2025;Dengue durante la gestación;8;De 20 a 24 años;11;1
035;Avellaneda;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;13;2
035;Avellaneda;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;9;1
035;Avellaneda;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;10;1
035;Avellaneda;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;15;1
035;Avellaneda;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;15;1
035;Avellaneda;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;16;1
049;Azul;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;17;1
056;Bahía Blanca;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;17;1
056;Bahía Blanca;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;14;1
056;Bahía Blanca;06;Buenos Aires;2025;Dengue durante la gestación;9;De 25 a 34 años;17;1
091;Berazategui;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;14;1
140;Capitán Sarmiento;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;14;1
154;Carlos Tejedor;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;9;1
175;Colón;06;Buenos Aires;2025;Dengue;7;De 15 a 19 años;14;1
175;Colón;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;16;2
175;Colón;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;20;1
182;Coronel de Marina L. Rosales;06;Buenos Aires;2025;Dengue;4;De 2 a 4 años;14;1
252;Escobar;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;17;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;5;De 5 a 9 años;18;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;16;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;15;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;14;2
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;16;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;13;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;14;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;15;1
260;Esteban Echeverría;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;14;1
274;Florencio Varela;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;15;1
357;General Pueyrredón;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;17;1
357;General Pueyrredón;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;9;1
371;General San Martín;06;Buenos Aires;2025;Dengue;4;De 2 a 4 años;14;1
371;General San Martín;06;Buenos Aires;2025;Dengue;5;De 5 a 9 años;13;1
371;General San Martín;06;Buenos Aires;2025;Dengue;5;De 5 a 9 años;18;2
371;General San Martín;06;Buenos Aires;2025;Dengue;5;De 5 a 9 años;19;1
371;General San Martín;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;2;1
371;General San Martín;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;10;1
371;General San Martín;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;12;1
371;General San Martín;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;14;1
371;General San Martín;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;17;1
371;General San Martín;06;Buenos Aires;2025;Dengue;6;De 10 a 14 años;18;1
371;General San Martín;06;Buenos Aires;2025;Dengue;7;De 15 a 19 años;10;1
371;General San Martín;06;Buenos Aires;2025;Dengue;7;De 15 a 19 años;11;1
371;General San Martín;06;Buenos Aires;2025;Dengue;7;De 15 a 19 años;16;2
371;General San Martín;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;11;1
371;General San Martín;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;13;1
371;General San Martín;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;14;2
371;General San Martín;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;15;1
371;General San Martín;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;16;1
371;General San Martín;06;Buenos Aires;2025;Dengue;8;De 20 a 24 años;18;1
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;7;1
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;10;2
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;11;4
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;12;1
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;13;3
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;14;1
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;15;2
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;17;2
371;General San Martín;06;Buenos Aires;2025;Dengue;9;De 25 a 34 años;19;1
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;10;2
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;11;1
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;12;3
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;13;1
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;14;2
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;15;1
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;16;3
371;General San Martín;06;Buenos Aires;2025;Dengue;10;De 35 a 44 años;20;2
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;5;1
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;6;1
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;8;3
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;9;1
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;10;3
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;11;6
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;12;4
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;13;5
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;14;3
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;15;4
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;16;1
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;17;3
371;General San Martín;06;Buenos Aires;2025;Dengue;11;De 45 a 65 años;18;1
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;7;1
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;8;1
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;9;1
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;11;1
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;12;1
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;13;3
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;14;1
371;General San Martín;06;Buenos Aires;2025;Dengue;12;Mayores de 65 años;15;1
408;Hurlingham;06;Buenos Aires;2025;Dengue;7;De 15 a 19 años;12;1
